geneID	uniprotID	P10	P11	P14	P16	P17	P18	P19A	P19B	P20	P23	P24A	P24B	P25	P26	P27	P28	P31	P5	P6	P7	P8	P9
SELENOM	Q8WWX9	7.86305	7.13228	7.25346	7.46413	6.92184	6.79803	8.00346	7.6825	8.19145	7.05988	6.93251	6.9914	8.16443	7.2796	8.29399	7.87625	7.94493	8.82451	7.04315	8.10515	7.54837	8.12862
EXO1	Q9UQ84	8.43324	7.95349	8.20974	9.09437	8.64659	9.02593	8.56804	9.02159	8.82495	7.50224	8.66868	8.13547	8.38171	8.2952	7.34393	8.066	7.59813	5.71323	8.85357	8.88316	8.49512	6.72201
ZBTB8A	Q96BR9	8.29003	8.46429	8.6541	8.02686	9.34343	8.13548	9.54484	9.14901	6.6069	8.9644	8.69831	9.09864	8.17756	6.92216	9.05077	9.24329	8.16551	7.86645	8.32741	9.57319	7.97064	7.88063
ZBTB8B	Q8NAP8	5.98905	5.46352	5.61605	5.51486	5.57321	5.65525	5.16264	5.53937	5.64381	5.83451	5.51538	5.21112	5.8939	5.61647	5.5773	5.79448	5.9104	5.55694	5.39404	5.60287	5.46157	5.58075
SHKBP1	Q8TBC3	10.74595	10.7997	10.46216	10.02647	10.65947	10.12275	10.69625	10.53821	10.61512	10.65676	10.33877	10.84119	11.03633	10.25626	10.52401	10.62913	10.70028	10.23263	10.37072	10.37911	10.41698	10.59241
CEACAM1	P13688	10.17875	10.25905	9.47876	9.36431	8.91766	8.81337	7.05832	8.8459	8.87957	9.99848	9.69235	9.87459	10.19945	9.07596	9.26961	9.02588	9.80474	9.03522	10.23954	8.85978	9.74021	9.40122
EN1	Q05925	5.33186	5.99416	6.1458	5.35197	5.42698	5.32639	4.9517	5.03015	5.53569	5.28683	5.55665	5.43694	5.28695	5.57006	5.24961	5.40142	5.9546	5.45991	5.29187	5.47377	5.80359	5.60809
EN2	P19622	7.74747	6.19163	7.81693	6.41434	9.55707	5.75196	5.43576	5.76497	6.64708	8.04493	7.2436	6.6486	8.26966	6.04597	6.24553	6.00562	8.06666	5.81119	5.99203	8.35474	6.09758	6.029
LRRTM1	Q86UE6	9.27721	6.29812	6.33172	5.1539	6.52432	5.95954	3.42788	9.53726	4.94075	9.93809	5.85234	9.67529	9.72736	5.70187	11.62749	10.66622	9.27969	9.53204	4.15382	4.92772	5.07129	5.99577
CEACAM4	O75871	4.39496	4.19007	4.35354	4.01553	4.39496	4.16403	4.33954	4.26576	4.42475	4.12649	4.7792	4.52864	3.99389	4.2356	4.40304	4.42358	4.73082	4.28739	4.57184	4.19054	4.41743	4.34286
LRRTM3	Q86VH5	5.08414	4.93505	4.81681	5.07591	5.29033	4.85684	5.02457	4.88824	5.01758	5.21132	4.74705	5.16612	5.08732	5.01318	4.98694	5.22219	5.00764	4.72312	5.19114	5.20368	4.94383	4.90617
CEACAM6	P40199	12.60534	12.13398	10.61027	12.11732	10.12997	7.0946	5.33238	11.53238	7.76781	12.2291	12.34404	12.08828	12.44824	5.69349	12.27244	5.47271	13.04126	7.01718	12.30673	11.94587	8.04175	10.82159
CEACAM8	P31997	3.86583	3.83355	3.88741	4.05072	4.00385	3.72346	3.87325	3.67374	4.15615	6.0547	4.22839	3.88056	5.9126	3.73611	3.63107	4.29915	3.86945	3.86057	3.84886	4.03964	4.89574	3.93557
RAPGEF4	Q8WZA2	5.76752	6.38576	6.70229	5.70627	7.09396	7.52621	5.45871	6.18899	7.29635	5.75505	6.56326	6.33345	6.74247	5.33568	5.70003	5.78293	5.36968	5.0524	5.54086	5.56567	7.02511	5.37339
ENG	P17813	5.98319	5.79589	5.57812	8.08012	6.06662	6.1183	5.88765	7.45616	6.03837	5.92947	6.34607	6.20934	8.69565	6.88625	7.0473	6.118	8.03823	8.99231	6.19637	6.37188	6.06208	6.44909
GTF2IRD1	Q9UHL9	9.98614	10.15361	10.28497	9.782	10.56268	9.94664	9.03386	9.12335	10.6596	10.61177	9.96651	10.43249	10.36653	10.1796	10.22067	10.57195	10.22274	9.79281	10.0455	9.43094	10.35932	10.76759
GTF2IRD2	Q86UP8	6.93036	7.01144	6.91797	7.42464	7.8034	7.4497	7.30933	6.978	6.84173	7.39907	7.29096	7.21302	7.11185	7.6694	7.99632	7.17805	6.8387	7.16825	6.97917	7.92573	6.44774	7.41406
MREG	Q8N565	6.75327	6.67282	6.52671	6.45382	7.17741	7.33882	7.1051	7.05849	7.14759	7.01125	7.08058	6.7899	6.67482	6.6371	7.03656	7.10093	6.14778	6.35385	6.78454	7.1316	6.7317	6.48447
MYO5C	Q9NQX4	8.51844	8.70293	9.1291	8.49451	9.09003	9.68469	8.82861	9.99429	8.87746	9.56585	8.87831	9.42475	8.59159	8.94943	10.21508	9.52782	7.33669	8.65745	8.82215	9.55607	9.62594	8.44661
LRTM1	Q9HBL6	5.69006	5.44122	5.90415	5.77947	5.74044	5.65225	5.5801	5.50085	5.92806	5.58284	5.95686	5.69673	5.76371	5.7182	5.689	5.73369	5.71011	5.73983	5.76327	5.4128	5.78137	6.12839
RFK	Q969G6	7.94152	7.72958	8.10171	7.56167	7.91568	7.6495	7.68313	7.41291	7.66586	7.82548	7.69955	7.83455	7.70853	7.99835	7.94699	7.84166	7.70446	7.86202	8.03737	8.05891	8.04201	7.85004
ZNF628	Q5EBL2	6.22479	6.31382	6.17808	5.93752	6.57673	6.19834	5.8395	6.21065	6.35035	6.7637	6.33162	6.38142	6.52682	5.88481	6.1451	6.59657	6.62015	6.21916	6.1151	6.08491	6.24689	6.60194
F10	P00742	6.63359	6.52739	7.15444	7.04989	6.63782	7.80395	5.85212	6.46789	7.33008	6.96912	7.10776	6.92251	7.48036	6.94746	6.19014	6.77435	6.64405	6.37954	6.98463	6.86713	6.77887	7.03536
F11	P03951	4.50511	4.59124	4.62124	4.65326	4.40774	4.49847	4.3839	4.86102	4.72026	4.58913	4.56717	4.57145	4.53847	4.51669	4.56312	4.52642	4.61309	4.33373	4.42694	4.5268	4.54512	4.65283
ZNF629	Q9UEG4	8.08579	8.31704	8.29884	8.11119	8.65497	8.49214	8.13087	7.94098	8.12628	8.44951	8.09868	8.18632	8.79632	8.46486	8.26976	8.38903	8.06595	8.29609	8.23063	7.92451	7.76896	8.10184
EPAS1	Q99814	8.95725	9.27716	9.17476	8.20824	8.53972	9.08929	8.88748	8.30843	10.1208	9.62837	9.96079	9.90741	9.8227	8.71851	9.26142	8.73633	9.48882	7.01254	9.31388	7.00661	9.46553	9.60569
HDGFL1	Q5TGJ6	5.53104	5.85905	5.36061	5.65423	5.67454	5.41351	5.25288	5.61551	5.4958	5.7659	5.80981	5.67351	5.56077	5.7093	5.4884	5.7627	5.89504	5.91286	5.66598	5.82758	5.6322	5.66154
HDGFL2	Q7Z4V5	8.21308	8.97301	8.70392	8.23724	8.64316	8.74476	8.49603	9.0807	8.53039	8.73494	8.70182	8.72842	8.63818	8.91113	8.57082	8.53492	8.298	8.10197	8.21553	8.56959	8.77694	8.44236
IQUB	Q8NA54	3.95305	4.55498	4.58675	4.344	4.19626	4.26361	4.37425	7.18355	4.59463	4.47423	3.90388	4.08239	4.24756	4.0484	4.84661	4.24307	4.20213	4.42986	4.251	4.89471	4.2286	4.56268
C20orf141	Q9NUB4	6.22108	6.17151	6.37718	6.15112	6.20863	6.02692	5.90593	6.07045	6.12459	6.21938	6.32706	6.09198	6.16882	6.31851	6.05401	6.16882	6.23214	6.36903	6.32441	6.47528	6.14188	6.47481
TBC1D32	Q96NH3	5.76635	6.49815	6.00103	6.39073	4.63051	6.39185	6.8662	6.43784	5.88038	5.72301	5.44453	5.91917	5.49984	5.59919	6.12012	5.47444	6.0088	5.24028	5.7039	5.86057	5.12079	5.10667
UEVLD	Q8IX04	9.70444	9.5747	9.23541	9.33231	9.66514	9.23716	9.27447	9.24664	10.0622	9.57472	9.88265	9.84439	9.90129	9.33681	9.79949	9.47739	9.53013	9.55328	9.45019	9.38231	9.71553	9.51636
C20orf144	Q9BQM9	7.42613	7.09008	6.55095	7.60361	7.67411	6.44867	7.57333	7.38549	7.8151	7.55939	7.82916	7.71912	7.6229	6.49814	8.05552	8.10769	7.26238	8.35125	6.99172	7.37384	7.13293	7.74283
HUS1	O60921	9.87442	9.20201	9.02113	9.40969	9.28387	9.26797	9.43711	8.82733	9.80334	9.63801	8.96667	9.10969	9.5408	9.38127	9.14837	9.01264	8.83783	9.51627	9.4269	9.30886	10.01907	9.20554
CDKAL1	Q5VV42	10.1872	9.13836	9.72968	9.80612	10.09527	9.98884	9.95303	9.76349	9.8651	9.41492	9.84174	10.64011	10.35044	9.70197	9.71632	9.68044	9.52232	8.9929	9.92982	9.62215	9.81961	9.40991
RAPGEF6	Q8TEU7	8.10048	8.5346	8.0216	8.49989	8.48077	8.31521	8.38817	8.34069	8.31245	8.01921	8.43626	8.41716	8.10109	8.45158	8.31436	8.03654	8.05027	7.89817	8.69399	8.65961	8.50216	7.80786
TMEM126A	Q9H061	7.79267	8.5142	7.58143	7.56591	7.91192	8.23209	8.27563	8.66337	8.87639	7.90212	8.41052	8.52292	8.4	7.9594	8.12529	7.82847	8.1308	6.79489	8.02104	8.80627	8.17356	7.78336
TMEM126B	Q8IUX1	7.89024	8.05267	7.4384	7.37892	8.14747	7.71049	8.09367	7.71825	8.49882	7.94914	7.79723	7.94457	8.1636	7.97524	7.70784	7.67172	7.84681	7.38083	8.08714	7.67808	8.2809	7.49001
NODAL	Q96S42	5.105085	4.970425	5.0045649999999995	5.05692	5.5160599999999995	5.064745	4.863754999999999	5.47602	5.286055	5.215895	5.12776	5.10291	5.24517	5.25703	5.23036	5.303559999999999	5.208225	5.277505	5.027839999999999	5.269815	5.32754	5.300085
DDRGK1	Q96HY6	9.24558	8.97949	8.8097	8.67112	8.62907	9.23891	8.63761	8.58558	9.28581	8.80167	9.50773	9.1611	8.55001	7.76596	9.14529	8.84248	9.14191	9.5653	8.62559	8.92839	8.77102	9.35429
GPR75	O95800	6.3576	6.68317	6.36977	6.62104	6.79896	6.95637	7.21393	6.57199	6.73889	6.31509	6.27852	6.6356	6.5874	6.85465	6.63902	6.76787	6.4356	6.63196	6.79133	6.80355	6.86935	6.27033
RCOR2	Q8IZ40	6.77593	7.1873	7.14116	6.8754	7.17788	7.10319	7.18678	7.38939	7.15556	6.73364	7.39665	6.59966	7.63676	6.53463	6.86251	7.19681	7.60585	6.63705	6.91745	7.63847	6.96114	7.4869
RFPL3	O75679	1.82958	2.30203	2.42692	1.94077	2.17334	2.04841	2.11962	1.92817	2.11397	1.93311	1.97704	1.8612	1.96315	1.73852	2.11767	2.18576	2.18169	1.90114	2.00554	2.08463	2.02719	1.9821
TIGD2	Q4W5G0	6.56765	6.70247	7.01429	7.05503	7.10058	7.53524	7.12802	7.58656	5.83547	6.56596	7.10376	6.76552	6.45591	6.919	7.22679	6.74535	6.08338	5.65426	6.007	6.57215	5.59268	7.00724
TIGD5	Q53EQ6	8.53569	8.7872	8.63572	8.78522	9.58669	8.49018	8.38928	8.57332	8.76358	8.33591	8.3215	8.3245	8.61676	8.45883	8.1365	8.62239	8.43177	8.53914	9.16387	9.0169	8.6482	8.45883
TIGD4	Q8IY51	5.93245	6.11856	6.26084	6.02215	5.64561	5.85491	5.68183	5.91578	5.78387	5.78878	5.83558	5.77084	5.67982	5.88642	5.68259	5.61589	5.78198	5.98867	6.02404	6.05049	5.74943	6.3302
TIGD7	Q6NT04	4.76774	4.42406	3.81711	4.52395	4.52733	4.10632	4.61539	4.11146	4.37565	4.22252	4.54534	4.42026	4.95818	4.12783	4.53049	4.51591	4.42358	4.15469	4.43077	4.58824	4.24859	4.77732
TIGD6	Q17RP2	8.19919	8.29397	7.74128	7.8324	7.53553	7.7161	7.69129	7.70026	7.7008	8.05402	7.94465	7.63492	7.7161	7.3825	8.04093	7.55093	7.76977	8.07457	7.6541	7.6417	7.46664	7.69548
SEPT12	Q8IYM1	5.90474	5.6345	6.29218	6.10129	6.33936	5.68538	5.7226	6.32905	6.14096	6.19512	5.95574	5.8993	5.98218	5.8716	5.87557	6.00248	5.78732	6.13566	5.96391	6.34282	5.87509	5.9822
FLT4	P35916	5.24976	5.40102	5.49962	5.43053	5.63554	5.16192	5.06295	5.47657	5.75476	5.71172	5.45149	5.38926	5.5451	5.15755	5.31929	5.47494	5.65872	5.52257	5.30296	5.49551	5.54496	5.71269
GPR78	Q96P69	5.61302	5.52481	5.49939	5.72924	5.57338	5.37448	5.4329	5.18956	5.56589	5.85857	5.60795	5.64021	5.43911	5.45311	5.76083	5.57219	5.65222	5.54634	5.90774	5.73379	5.73424	5.6601
FLT1	P17948	5.67169	5.84987	5.76004	5.87868	5.65204	5.47584	5.24525	5.81361	5.70437	5.33404	6.58625	5.4397	6.15457	5.76036	6.15611	5.52938	5.82737	5.97281	5.65837	5.43217	5.49234	5.6277
PODN	Q7Z5L7	5.75488	5.98667	5.76512	6.28103	6.07782	6.11138	5.85316	6.04206	6.02075	5.88545	6.24348	5.72928	6.03967	5.86298	6.20877	6.08528	6.19171	5.82776	5.86557	6.27515	6.08646	6.16112
SET	Q01105	8.07724	8.18866	8.56167	8.15705	8.84449	8.32619	8.32496	8.37213	8.02952	8.02599	8.23498	8.24459	8.16254	8.284	8.27265	8.51718	7.86637	8.19607	8.13938	8.28336	8.41969	8.18516
NEURL1	O76050	6.81768	7.2045	7.09843	7.25819	7.39734	6.77315	6.62749	6.95576	7.05931	7.15602	7.08818	7.09107	7.11082	6.99619	6.71354	7.11601	7.23838	7.12972	7.36101	6.97148	7.1755	7.07966
ZNF18	P17022	7.47981	7.28687	7.08497	7.16677	6.96683	7.36822	7.73201	7.45753	7.2085	7.35504	6.92376	7.42243	6.91336	6.3489	7.3706	7.24452	7.1138	6.90967	7.05433	7.31958	6.92122	7.20928
YME1L1	Q96TA2	12.02163	12.13842	11.4237	11.70478	11.83988	11.62336	11.92495	12.04002	11.65823	11.38123	11.8367	11.66167	11.47871	11.86236	11.80079	11.37831	11.46893	11.24865	11.68278	12.04817	11.69872	11.41635
AFG1L	Q8WV93	6.38097	7.39023	7.00633	6.39751	7.46598	7.05225	7.97037	7.42124	7.53071	6.93508	7.27886	7.83665	7.41055	6.77704	7.17876	7.08992	7.3483	6.38765	6.52994	7.23127	6.70073	7.42642
FDCSP	Q8NFU4	2.90074	3.06877	3.23397	2.89038	3.09064	3.02533	3.02292	2.36492	3.10284	3.28805	3.73704	2.96917	4.16472	3.71081	3.10284	3.04676	2.74388	3.12638	3.10284	3.70013	3.10586	3.0582
PVALB	P20472	5.41541	5.36485	5.13713	5.41728	5.05411	5.48762	4.66298	5.14917	5.48019	5.31294	5.30291	5.25111	5.13605	5.46559	5.03043	5.02953	4.82491	5.11458	5.24434	5.30374	5.25811	5.56498
SUGP2	Q8IX01	8.87588	8.19491	8.27183	8.29549	8.80055	8.52546	8.98602	8.52218	8.28383	8.62964	8.22521	8.45294	8.73149	8.98648	8.55586	8.31815	7.90412	9.12257	8.56665	7.95715	8.87927	8.36577
E2F7	Q96AV8	8.31685	8.30409	8.91025	8.83888	8.43524	8.72744	9.81389	9.08559	7.97173	8.0904	7.41465	8.34928	8.07156	7.7506	7.97851	8.60622	7.6454	7.11084	8.01579	9.23045	9.06573	7.17943
ACTL8	Q9H568	5.49913	5.58977	5.82937	5.68738	5.86596	5.65286	5.54559	5.74399	5.78397	5.82381	5.77893	5.54853	5.89287	5.45642	5.33584	5.70608	5.66225	5.31392	5.76378	5.51177	5.59108	7.4353
ZNF19	P17023	6.24819	6.15356	6.34874	6.62829	6.13591	6.48787	6.42527	6.35847	6.11004	6.35885	6.36633	6.22178	6.46552	6.03245	6.69714	6.57341	6.7988	6.78151	6.08825	6.16349	6.38728	6.56392
HASPIN	Q8TF76	8.17978	8.22647	8.89412	8.7443	9.08547	9.32573	9.40714	9.68306	9.08389	8.29337	8.33972	8.80197	8.71966	8.42818	7.93375	8.44115	8.36192	6.26461	9.06714	9.03497	8.95016	8.07826
RCL1	Q9Y2P8	7.88063	8.3572	7.85525	7.89654	8.87566	7.71965	8.27166	8.42587	8.62972	7.9089	8.21269	7.94245	7.72713	8.38229	7.38046	7.89565	7.80529	8.31287	7.96934	8.28171	8.75777	8.38202
MRPS18A	Q9NVS2	11.12092	11.10767	11.39724	10.8906	11.26152	11.21917	11.22333	11.18532	10.82512	11.28713	10.90086	11.47157	11.36214	11.11453	10.79171	11.1647	11.01274	10.90221	11.21063	11.13167	11.17264	11.28547
MRPS18B	Q9Y676	9.95931	9.97463	9.76918	9.68184	10.22429	9.89942	9.46933	9.67162	10.02508	9.46609	9.77681	10.00959	9.82524	9.38753	9.62315	9.90025	10.14463	9.31044	10.13093	9.61515	9.90408	9.69312
FIGNL1	Q6PIW4	8.7586	8.63351	8.912	8.9871	9.00426	9.37115	9.12195	8.89778	9.50263	8.29363	8.37815	8.3956	8.85074	8.28661	8.09671	7.56333	8.26992	6.39238	8.95609	8.33951	9.45323	8.37544
ELMOD1	Q8N336	5.05296	5.33093	5.22042	5.20002	5.28271	5.15506	5.2266	5.17033	5.24734	5.5377	5.15201	5.36853	5.2781	5.00096	5.12069	5.18916	5.15364	5.1116	5.12071	5.30626	5.11908	5.34047
DYNAP	Q8N1N2	4.21235	4.0289	4.04606	3.68127	3.79414	3.93283	3.84036	3.91705	4.28732	4.17611	3.86699	3.90558	4.67058	4.07868	4.00651	3.77079	3.96786	3.83813	4.01342	3.96952	3.51007	4.29579
DPP10	Q8N608	3.72149	3.99783	4.88615	4.1463	4.09065	5.86137	3.83609	3.84087	5.48791	3.92641	6.90431	4.15244	3.96312	3.91517	3.80295	3.95666	3.92529	4.18844	4.00118	4.13771	6.38458	4.03209
S100PBP	Q96BU1	6.24762	6.10655	5.89725	5.78027	5.94899	6.01757	6.99868	5.97225	5.80004	5.66202	5.73588	5.95593	5.7666	5.55957	5.872	5.88528	5.86951	5.91249	6.42241	6.01746	5.898	5.67824
RAPGEF1	Q13905	9.06009	8.94449	8.95205	8.90743	9.83221	8.80298	9.38084	8.77818	8.97771	9.19744	9.37097	8.87448	9.28793	9.29082	9.35882	9.26534	8.92843	9.08256	9.10473	8.58165	9.54208	9.45106
CHAMP1	Q96JM3	8.92463	8.33708	9.23827	8.74572	9.07141	9.4636	9.20373	9.0341	9.71161	9.51167	8.93001	9.50617	9.52015	9.46023	8.69428	9.16234	9.11054	8.39559	9.83754	9.16194	9.34973	8.90718
KNG1	P01042	5.51823	5.703225	6.04551	5.692914999999999	5.491555	6.263665	5.13167	5.46641	5.6666	5.5155449999999995	5.51882	5.610255	5.75777	5.955255	5.45584	5.41113	5.666085000000001	5.5907800000000005	5.519445	5.632835	5.71994	5.712835
NRARP	Q7Z6K4	8.77809	8.24577	9.05503	9.14702	10.8661	8.37277	8.93653	9.69818	9.56368	8.90373	10.18111	10.08943	10.17315	9.01485	9.01481	9.60423	9.12267	9.14675	8.0558	10.58705	10.06395	9.04895
COBL	O75128	8.2783	8.37187	7.8144	8.94272	7.6293	8.56971	7.68213	8.42712	9.22565	9.11551	8.86615	8.26523	8.89289	7.39333	9.65546	8.52866	8.5663	8.76825	8.65863	8.305	9.12282	9.13775
DZIP1	Q86YF9	4.96929	4.8013	4.18454	4.68814	5.81339	4.67201	4.1455	4.76256	4.84725	4.59601	4.72925	4.67598	4.5588	4.76765	4.32039	4.59727	4.82076	4.52343	4.56658	5.53731	4.61303	4.75021
NOP14	P78316	10.78138	11.6209	11.01027	10.86288	11.10657	11.39004	10.78406	11.15284	10.77546	10.67503	11.14154	10.98119	10.64649	11.2794	10.72402	10.72027	10.73981	10.64869	11.20755	11.23412	11.01628	10.8226
AMOTL1	Q8IY63	5.390295	5.66132	5.802255000000001	5.451955	5.615970000000001	5.44741	5.282465	5.346085	5.765335	6.082369999999999	5.3831500000000005	5.700385	5.53733	5.804635	5.58825	5.73282	5.6428899999999995	5.952780000000001	5.797655000000001	5.590425	5.713229999999999	5.718835
LCN6	P62502	5.72926	5.68929	5.6187	5.68596	5.79079	5.70457	5.5606	5.63545	6.09661	5.93365	5.95323	5.77374	5.67892	5.54662	5.67272	5.92595	5.74227	6.10822	5.89304	5.68275	6.08091	5.87971
LCN1	P31025	6.16848	6.39318	6.26382	6.12596	6.44112	6.35446	6.00135	6.36964	6.38335	6.31703	6.58353	6.33007	6.24308	6.4998	6.41395	6.36576	6.38466	6.31089	6.31425	6.60156	6.36576	6.44707
RXYLT1	Q9Y2B1	7.3489	7.90405	7.61768	7.45886	7.84912	7.31046	7.54793	7.43938	7.08087	7.49125	7.4338	7.56849	6.51559	6.98746	7.20255	7.54047	7.56543	7.57952	8.17469	7.45067	7.71455	7.55658
LCN2	P80188	8.75664	8.45382	6.1278	8.96347	7.04617	6.29838	8.67764	8.12276	6.93682	10.0033	6.51262	6.75889	8.61854	7.24647	9.6275	9.06265	8.64425	10.7596	5.93319	8.59557	8.41374	9.49626
BPI	P17213	4.11674	4.32106	4.29551	4.31662	4.71965	4.28338	4.24224	5.0607	4.42313	4.64109	4.42807	4.6896	4.67277	4.73148	4.42903	4.48465	4.48181	4.70966	4.54068	4.82743	4.57064	4.6162
PNPT1	Q8TCS8	9.77096	9.21437	9.27927	9.72864	9.8396	10.43546	10.57529	10.10852	10.39427	9.79057	9.88577	10.37201	10.24031	10.3246	9.58292	9.65615	9.61628	8.77784	10.27606	9.89339	10.12807	9.9322
VPS52	Q8N1B4	10.79494	10.874715	10.864225000000001	10.75428	11.19018	10.681625	10.43784	10.350629999999999	10.52758	10.83779	10.88022	11.491399999999999	11.214405	10.694035	10.936235	10.929145	11.01926	10.835474999999999	10.669184999999999	10.478345000000001	10.89486	11.006975
LCN9	Q8WX39	4.40424	4.74281	4.72015	4.81041	4.76656	4.54107	4.67695	4.78649	4.87049	4.71508	4.74681	4.7853	4.59252	4.90108	4.64603	4.84361	4.81877	4.69309	5.02958	4.7335	4.63368	4.78861
LCN8	Q6JVE9	5.0386	5.12212	5.27119	5.51866	5.37808	5.15544	5.13284	5.23463	4.96536	5.39971	5.41577	5.4373	5.3546	5.3546	5.2113	5.3546	5.50593	5.67639	5.29236	5.0981	5.50976	5.54806
ALOX15	P16050	4.9856	5.28053	5.05543	5.21163	5.90986	5.00613	5.2646	5.23334	5.2223	5.29069	5.00728	5.07759	5.46692	4.97929	5.22194	5.28915	5.44811	5.38718	7.28065	5.18988	5.48381	5.5855
ALOX12	P18054	5.31356	5.58972	5.19801	5.48135	5.57454	5.42819	5.2477	5.34721	5.60213	5.6861	5.47494	5.52507	5.48135	5.35095	5.29994	5.64964	5.24028	5.38033	5.58275	5.72228	5.83441	5.57649
CNIH1	O95406	9.20506	9.54691	9.77469	9.16127	9.81217	9.63218	9.08757	9.75103	9.18478	9.47724	9.51472	9.79866	9.0335	8.79141	9.24994	9.68441	9.7846	8.65821	9.66289	9.62898	9.02464	9.80796
CNIH3	Q8TBE1	5.39974	5.53377	5.34685	5.35995	5.39963	5.32096	5.33824	5.39691	5.19757	5.64429	5.72497	5.40688	5.68509	5.34959	5.42649	5.25641	5.46653	5.87316	5.14275	5.54949	5.55934	5.49536
CNIH2	Q6PI25	7.06691	6.37957	6.26218	6.47958	6.32346	6.27387	6.47608	6.62502	6.35916	6.41252	6.55587	6.51936	6.74467	6.38388	6.4732	6.57745	6.5268	6.71483	6.60925	6.55587	6.53687	6.56033
NSMCE4A	Q9NXX6	8.64182	8.96913	8.63119	8.36313	8.53737	8.88676	8.70715	8.61262	8.52871	8.33996	8.44362	8.66587	7.97526	8.39947	8.14659	8.37493	8.31528	7.76689	9.06979	8.68792	8.58176	8.39353
ELAC1	Q9H777	6.53594	6.95374	8.26711	8.01397	5.54236	8.08429	7.65967	7.67476	7.31563	8.1441	7.98128	8.08509	7.22065	7.53509	8.34979	8.09656	7.54924	7.48167	6.98799	7.56939	7.23417	8.17602
INPPL1	O15357	9.64987	9.78971	9.21961	9.13092	10.04135	9.40477	8.93617	9.30921	9.49489	9.28849	9.59314	8.91076	9.5304	9.83374	9.86965	9.60046	9.33164	9.76308	9.47855	8.67803	9.24128	9.24991
DDHD1	Q8NEL9	6.714755	7.10384	6.766819999999999	6.854659999999999	7.099225	6.393055	7.527480000000001	7.012525	6.55584	7.1203449999999995	7.28467	7.421225	6.676155	6.17214	6.966045	6.5502	7.073124999999999	7.103545	7.074265	7.20799	6.649875000000001	6.768055
VPS51	Q9UID3	6.681559999999999	7.72677	7.11392	6.674670000000001	7.04063	7.525545	6.60877	6.472575	7.303875	7.253235	7.19652	7.08204	7.276755	7.011775	7.017235	7.2897300000000005	7.400975	6.519165	7.294684999999999	6.81945	7.43568	7.126670000000001
ADCK5	Q3MIX3	7.7451	8.5004	8.43641	8.80574	9.26851	7.81642	8.55378	7.95035	8.44236	8.28	7.79042	8.36094	8.07705	8.05096	7.88058	8.10452	7.56139	8.15124	8.83284	8.53021	8.39679	7.78656
ADCK2	Q7Z695	7.44779	7.84504	7.48018	8.22478	7.5679	7.76613	7.65904	7.52955	7.78537	7.93262	7.6064	7.26815	7.37838	7.3705	7.49446	7.67323	7.62845	7.34041	7.81209	7.54361	8.06048	8.12233
ADCK1	Q86TW2	8.54891	8.74574	8.29594	8.62783	9.28482	8.23095	8.26661	8.13381	8.24185	8.65105	8.65659	9.13437	8.78586	7.95044	8.24776	8.60649	9.17046	7.72812	8.8622	8.57295	8.43894	8.7608
CLUAP1	Q96AJ1	8.05895	7.8386	8.37081	8.81126	8.47447	7.99868	8.39068	8.60952	8.22239	8.24872	8.33457	8.18954	8.88262	8.20806	9.01533	8.4728	8.47202	8.43487	7.65706	7.97912	7.62919	8.68332
EPRS	P07814	11.47062	11.57964	11.06722	11.4699	11.12075	11.49937	11.04736	11.59984	11.25937	10.78332	11.71233	11.18403	11.03225	11.12285	10.77696	10.5457	11.13649	10.94997	10.98589	11.49871	11.073	11.34279
CTXN3	Q4LDR2	4.59009	4.78814	4.5265	4.88731	4.6205	4.46985	4.33881	4.56143	4.79622	4.74859	4.91285	4.5976	4.9701	5.05928	4.77147	4.75182	4.84559	4.65935	4.92746	4.69903	4.74941	4.94763
FEM1B	Q9UK73	9.77527	9.6875	9.67794	9.54003	9.52795	9.59187	10.00224	9.69995	9.14806	9.77904	9.74513	9.78695	9.49598	9.64569	9.69969	9.58408	9.49227	9.61535	9.78846	9.93446	9.6503	9.85749
ASF1A	Q9Y294	10.04639	10.0697	10.78636	9.8078	11.10779	10.20309	9.9208	10.16044	9.848	10.50025	9.72802	11.0888	10.62498	10.80565	9.81967	10.77353	10.41679	9.69735	10.70415	10.33855	10.03718	10.81044
ASF1B	Q9NVP2	10.05647	10.43277	10.86617	11.03253	11.41763	11.07105	11.45021	11.43792	11.13797	10.8088	10.52003	10.9289	10.87581	10.94313	9.75197	11.10371	10.72086	8.43803	10.99778	10.90738	11.20174	10.13381
FEM1A	Q9BSK4	9.30147	9.58886	9.38397	9.27586	9.5834	9.40205	9.64396	9.6446	9.32873	9.72618	10.14438	9.76813	9.8051	9.66249	9.62656	9.46911	9.22153	9.53012	9.13724	9.60308	9.35526	9.45001
EDF1	O60869	11.75119	11.97435	12.03291	11.93422	12.22424	12.10496	11.72327	12.08721	11.85301	12.03946	11.89372	12.02964	12.05201	12.09385	12.06235	11.95827	11.67044	12.15942	11.41247	12.05779	11.9768	12.14716
SUPT16H	Q9Y5B9	10.56465	10.64567	10.56995	10.84181	11.57492	10.49545	11.01211	10.89755	10.37023	10.2298	10.6704	11.06623	10.32897	10.18708	10.52436	10.50065	10.4733	10.15092	10.82804	11.03053	10.41125	10.37195
S1PR4	O95977	6.71632	6.88698	6.60743	6.76712	6.65776	6.5544	6.22743	6.69919	7.10464	7.11575	6.57858	6.95551	6.83616	6.43175	6.8094	6.71878	6.85262	7.12163	6.74559	7.09973	7.07359	6.92434
